formula,target
Co10 Dy1 V2,1
C1 Ca0.871 Mg0.129 O3,1
K2 Li0.66 O16 Sn7.34,1
Dy9.6 Se16 Yb1.068,1
Np1 O1,0
C12 H3 Cl1 O12 Os4,0
B2 Ni1 Ta1,0
B1 La1 Pt2,0
Er3 Ge4 Nd2,1
H10 K8 O32 P8 Te1,0
Al41.85 Cr5.15 Yb6,1
Ag0.05 La0.67 Mn1 O3 Pb0.28,1
As2 S2.11,1
Ni1.041 Sn1 Ti1,1
B8 Na2 O13,1
Se8 Tl1 V5,0
Cu0.67 Se1 Sn0.33,1
B1 Li2 Na1 O3,0
Ga1 In1 Mg1 O4,1
Ag6.7 Cs8 Ge129.3 Na16,1
Al10 Eu0.83 Fe2 O19,1
Co1 Nb0.3 Zr0.7,1
As2.48 P1.52 W5,1
B6 La0.59 Sm0.41,1
Gd1 In1 Zn1,0
Ba0.1 La0.9 Mg0.45 O3 Ti0.55,1
Ga2 Ge1 Mg7 O12,1
H1 Ga1 I6 O18 Rb2,1
Ge4 K1.28 Pt4,1
Ba1 Ga0.45 In0.55 O2.5,1
Fe13 Pr6 Sb1,0
B7 Ba1 O15 Rb3 Te1,0
B3 Cs3 O16 P4,0
Fe3.3 O3 Ti9.7,1
Ca0.666 La0.667 O3 Ti0.667,1
H18 Na4 O19 Si4,0
Co1 Nd1 O2.95,1
Ca3 Cl2 Ge1 O4,0
Dy1 Te1.8,1
Eu1 Yb1,1
Ba0.991 Ce0.396 O3 Pr0.594,1
Co1 O6 Ru1 Y2,1
Ba2 Ca0.815 Cu2 O6.61 Rb0.146 Tl1.039,1
La0.5 Mn1 O3 Sr0.5,1
K0.06 Nb0.1 O2 Ti0.9,1
Cu2 Nb6 S8,0
C3 H7 Mg1 N1 O7,0
Ca3 Fe0.26 O12 Sc1.74 Si3,1
Ce10 Ge4.8 Si1.2,1
Mg1.674 O4 Ti1.1 Zn0.126,1
Ca0.84 F2.32 U0.16,1
Cl2 Co0.24 Fe0.25 Mn0.26 Ni0.24,1
Al0.024 In0.016 La0.7 Mn0.96 O3 Sr0.3,1
Cu0.3 Fe2 Mg0.2 Ni0.5 O4,1
Ce1 Cl1 O1,0
Ge1 Nd3 Ni0.5 S7,1
Al0.24 Co1.76 Lu0.2 Y0.8,1
La0.4 S1 Tm0.6,1
Ge2 Ru0.29 U1,1
Cu0.04 La0.7 Mn0.96 O3 Sr0.3,1
B4 Ce1,0
Ba3 Ge1 I2,0
O5 P1 Sb1,0
Ge1 Ir1 Y1,0
S2 U1,1
Bi0.2 F1.8 O0.2 Pb0.8,1
Ba3 Ir1 O9 Ru1 Sm1,1
Pr0.4 Tb0.6,1
C0.6 H0.4 Zr1,1
Ba1 Cu1 F7 In1,1
Co1.94 O6 Te1 Zn1.06,1
Ag1 Ga1 Ge5 Se12,1
Au4.909 Si1.424 Tb1,1
Ba1 Mo4 O16 Sm2,0
Cl1 I1 Pb1,0
B1 Mg1 O4 V1,1
Ge2 Pt1,0
Ba1 Nb0.15 O3 Sn0.35 Tb0.5,1
Ca0.8 Fe1 O2 Sr0.2,1
Co3 Fe1 La0.4 Sb12,1
I12 Pt1 Tb7,0
C6 H42 N18 O11 P2,0
Pd0.15 Sb0.85,1
Ca2 Cr1 O6 Re1,1
Nb2 Pd0.836 Se5,1
Ho20 Ni66 P43,1
La0.84 Mn1 O3.12 Sr0.16,1
As3 Cl1 O12 Sr5,0
Cu2 S4 Si0.25 Sn0.75 Zn1,1
Li1 Nb0.36 O3 Ta0.64,1
S8 Zr21,0
Mo1 O4 Y1,0
Au1 Ge2 In3 Yb3,0
Ni1 S4 V2,0
Ge6 Ir7 Y4,0
Cr0.9375 N1 V0.0625,1
In3 Pt2.694 Sc3,1
H2 Ca2 Fe0.05 Mg4.95 O24 Si8,1
H3 B6 O12 Y1,0
B1 Co4 Sm1,0
Co4 K10 S17 Sn4,1
Co4 Ti1 Zr1,1
Br2 F16 Sb3,0
B34.94 Ni0.18 Zn1.21,1
Ga1.33 S2,1
Cu1.4 Ni0.6 Tb1,1
B10 Ba3 Br2 O17,0
Er1 Pt2 Si2,1
Ba1 Eu2 O5 Zn1,0
Bi2 Co0.2 O5.24 V0.8,1
K4 O7 V2,0
Ge1 Hf2,0
Cs2 Mo1 O9 P2,0
Dy0.5 Mn1 O3 Ti0.5,1
Bi2 Mn1 Ti5,0
Cs1 F1 I1 O5 V1,0
Be2.68 K4.55 O32 Si13.32,1
Au4 Zr1,0
Gd4.7 N0.8 O11.85 Si3,1
C0.01 Al1 Fe0.44 Li0.04 Mg0.02 Na0.05 O4.67 Si1.25,1
C6 Al11 Cu3 Mo12,1
Nb1 O4 Pr1,0
Eu2 O3,0
Mg0.17 Mn2.83 O4,1
Ca9 K1 Mn1 O28 P7,0
Ni1 P2,0
Ca1 Cu0.8 Ge2 O6 Zn0.2,1
Ti1 Zn3,0
H6 B1 O9 S1 Sm1,0
Co0.25 S2 Ti1,1
Mo0.85 Si2 Ta0.15,1
B13 Co1 Tb4,0
Al1.38 Ba5 O11 Ru1.62,1
Li10 O9 Zn4,0
B2 O7 Rb2 U1,1
Cl5 K2 N1 Os1,0
F4 Fe1 Na1,0
Cu0.906 In0.899 S2 Si0.101,1
Gd4.6 N0.8 O11.7 Si3,1
Br1 Dy1 O4 W1,0
H2.664 Ca10 Cl1.336 O20.664 Si5,1
Ba3 Cl2 Cs1 Ga5 Se10,1
Ba2 Dy1 O6 Re1,0
H2.2 I1 K0.45 N0.55,1
Co3 La3.21 O18 Sr2.79 Ti3,1
Ca9.983 Cl1.966 O24 P6,1
H28 B12 Mn2 O34,0
Cr2 K1 S4,1
Fe0.974 O1,1
Eu0.8 La1.2 O7 Si2,1
B3 Cd4 Eu0.2 Gd0.8 O10,1
Bi2 F2 O1 Sr2 Ti2,0
Ag1 As1 Rb2 S4,0
B2 F1 La1 O4,0
H18 Cl2 Eu2 I2 O26,0
Mg1 Na1 O6 W1 Y1,0
C8 Cl5 Pr8,0
In4.26 Lu21 Pd9.74,1
Mo7.82 Nb1 O28.94 Te0.94 V1.18,1
C1 H16 B10 Se1,0
C4 H16 F4 Mn1 N1 O2,0
 Al0.715 Cr1.202 Fe0.504 Mg0.568 Ni0.003 O4 Ti0.005 Zn0.003,1
Ba1 Pb1,0
Nb0.088 O2 Ti0.912,1
Al12 Ba1 Na1 O48 Rb9.12 Si12,1
N1.613 O1.387 Sc0.387 Zr1.613,1
Ho5 Ir3,0
C1 Fe11 Sm1 Ti1,1
Ba1 Fe4 Lu1 O7,0
O3 Sm1.4 Y0.6,1
Er1 Ga2 Ni1,0
Lu1 Ni0.1 Sn2,1
Al1 Fe0.5 Ni0.5,1
Ce0.78 Ho0.22 O1.89,1
Cl4 Cs1 Re1,0
Fe0.8 Na0.49 O4 Ti1.2,1
Bi4 Cl1 Nb1 O8,0
La1 Nb2 O7 Rb2,0
Eu0.005 In0.995 Mg2 O6 Sb1,1
Br4 Th1,0
C2 H6 Dy1 N1 O9 S1,0
B1 Ni4.123 Y0.915,1
Hf1.2 Pt1.8,1
Dy1 In1 Pt2,0
C4 Er4 Ni13,0
O3 Pb1 Ti0.4 Zr0.6,1
Se3.999 Sm2.666,1
Eu1 Ge3 Pr4,1
Ge2 Nd3 Ru2,0
N1 Tb1,0
Co1 Sn1 Y1,0
Ba2 Br0.45 Cl0.55 N1,1
In3.93 Ir2 Zr5,1
Co0.27 Ir0.73 Mn1 Sb1,1
Fe0.11 Mg0.89 O3 Si1,1
Cs2 Cu3 F10 Mn1,1
Cr2 Cu0.4 Fe0.6 S4,1
Cl6 K3 Ti1,0
Cu0.07 La0.5 Mn0.93 O3 Sr0.5,1
O1.9 Sc0.198 Zr0.801,1
N4 Na2 O8 Pd1,0
Dy2 Ga4.15 In0.85 Pt3,1
Cl1 Cu4 Na1 O9 P2,0
N2 O1 Rb2 W1,1
Fe10 Nd0.03 Si2 Zr0.97,1
K2 O8 S2 Zn1,0
Br5 Cs2 Tl1,0
Ca0.75 Mg1.05 O6 Si2 Sr0.2,1
Fe1.032 Ho2 O7 Ta0.968,1
H10 B9 N1,0
Ge3 Pr6 Se14,1
Cs2 O11.48 Te4,1
Ba0.683 Cu3 La1.137 O7.13,1
B6 Ho4 O15,0
Hf1 N1,0
Te1 Tm1,0
B1 Cr0.95 Eu0.05 O3,1
Ce0.01 Gd1.8905 O5 Si1 Y0.0995,1
As2 Cr3 Fe3 Ga1,1
 H4.42 Al0.12 B3 Cr5.19 Fe0.51 K0.07 Mg3.27 Mn0.03 Na0.93 O31 Si5.88,1
Ca1.93 O4 Si1 Sr0.066,1
Co2 Ga7 Mg3,0
Ho1 S2,0
Cd1 Ga1 Sm1,0
C1 Hf0.3 Nb0.4 Zr0.3,1
B2 Ba2 Cl1 O6 Y1,0
Rb2 S4 W1,0
Mn2 Th1,0
Er2 Fe1.048 O7 Ta0.952,1
Co2 Ge2 Sm1,0
Ce0.45 F0.88 La0.46 Nd0.09 O1.12,1
Am1 S2,0
Mn1 Na0.2 O3 Pr0.5 Sr0.3,1
O14 S2 Te2 Yb2 Zn1,0
  H3.19 Al7.47 B3.05 Ca0.12 F0.77 Fe0.03 Li0.67 Mn0.8 Na0.74 O30.23 Si5.78 Ti0.01,1
C3 B3 Co9 Mn14,1
H7 Fe1 Mo2 O11,1
Hg1 Lu1,0
O12 P3 Rb1 Sn2,0
Fe0.88 S4 V2.12,1
C2 H5 N4 O3 P1 Zn1,0
Al0.909 Cr2 Si0.091,1
Ba1.1 Cu3 Nd1.9 O7.3,1
Gd4 In2.79 Mn5.21,1
Mn3 Ni2 Si1,0
Hg2 O11 Te2 V2,0
Co2 Ge0.4 O4 Ti0.6,1
Ba2 Ca2 Cu3 Hg0.68 O8.98 Re0.22,1
Nb0.5 O6.75 Sm3 Zr0.5,1
C4 H10 Cu1 N1 S4,0
Al1 Er1 Pt1,0
H2.19 Ca1 F0.81 K1,1
F24.08 La3 Zr4,1
In0.182 Sn0.818,1
H8 Cl8 Cu5 K2 O6,0
Ag1.22 Al11 O17.11,1
Al4.64 O9.68 Si1.36,1
C4 Ag2 O4,0
Al2 Dy1 Ni1,0
Al1 Na1 Te2,0
Cu1 Mo0.2 O5 Sr2 Tl0.8,1
Au0.825 Ni0.045 Sn0.13,1
Bi8 Ge2 Se24 Sr8,1
B2 Rh3 Y1,0
Ba1 Cu0.15 Fe0.85 O2.5,1
Be2 La6 S14 V2,0
La0.1 Mg0.05 O3 Sr0.9 Ti0.95,1
Cr1 Cs1 P2 S7,0
Co1 Cs1 F6 Fe1,1
F5 O1 S1 Y3,1
Fe2 O5 Ti1,1
N0.9 Sc0.1 Ti0.9,1
Mo0.962 Re0.038 S2,1
Ba1 Rh4.43 Sn9,1
C1 Gd1 Ru2 Si1,0
Al6 Ca1 Mg2 O12,1
Se11 Ta2 Tl4,0
Ga8 Ir3 Yb3,0
Ca1.2 F1 Nb1.7 O6 Ti0.3,1
Cs1 Fe1 N4 O12,0
Cr2 Dy0.1 Se4 Zn0.9,1
Ca0.98 La0.02 Mn1 O3,1
Bi2 S1.4 Te1.6,1
Ga15 Ni8 Zr6,1
As1.87 S1 Zr2,1
Cr1 La0.9 Nd0.1 O3,1
Ag7 P1 S6,0
Br1 Tb1,0
Mg3.946 Zn21.336 Zr1.149,1
Na2 O1 S2 Ti1,0
In3 Pt2.172 Sc3,1
O1.75 Y0.5 Zr0.5,1
H36 N4 Na2 O38 V10,0
Cr0.167 Li1.277 Mn0.556 O2,1
Ni2 P2 Sm1,0
Bi0.07 Cd0.97 Te0.86 Zn0.14,1
O12 P3 Pb3 V1,1
Dy1 Ge1.75,1
Br6 Pb4 Se1,0
Au1 La4 Li1 O8,1
Ca2 In1,0
Ge1 Tm1,0
C8 N12 P4 S8,0
Co3 In3 Tb14,1
Cr6 Si2 U4,1
Ge13 Pt4 Sm3,0
Ge1 N1 V3,0
H16 K2 Na2 O14 Xe1,0
B6 Ba0.05 Y0.95,1
Co1 La0.96 O3,1
Ta1 V1,1
B1 Cl12 Sc7,0
Ga1.24 Sb2.77 Y5,1
Ce2 Ni5 Zn2,0
As4 I1 K1 O6,0
Cu1 O4 Tb2,0
C1 Br12 Sc7,0
Cu0.5 Eu1 Si1.5,1
Co1 Si2 Sm1,0
Cl1 Eu1 O3 Se1,0
In1 O3.54 V1,1
P5 Rb3 S18 Zr2,0
N1 O2 Sr1 Ta1,1
Ba1 Co2 Gd1 O5.5,1
C9 H17 Fe1 N7 Na1 O3.5,1
O6 Ta1 Ti1 Tm1,1
Mg0.25 Tb0.75,1
Ca1 F6 Li1 Rh1,0
Cs2 O8 P2 V1,0
Fe15 Si2 Y2,1
B2 N4 Pr3,0
C0.91 B0.031,1
C3 Nd2.675 Ni21.325,1
B1 Pt1,0
Al1.5 Er1 Mn0.5,1
Al6.24 K0.24 Na6 O32 Si9.76,1
Ir3 Nd1,0
Cl9 Nb1 Te1,0
K2 Na3 O10 P3,0
Tb1 Te1.799,1
Pd1 Pr1 Sb2,0
H8 Al10 Ca19 Fe0.33 Mg2 Mn0.33 O78 Si18 Ti0.33,1
Fe5.7 Ga6.3 Sm1,1
Co0.67 Fe0.6 Mn0.73 U1,1
Na1 O5 Te1 V1,0
H5 Cs1 O8 P2,0
Co23.5 Si8 U6,1
Cl6 Cs2.87 K1.13 Re6 S8,1
Gd3 Ni11.5 Si4.2,1
Ba1 In2 La2 S7,0
Ce2 S5 Si1,0
Ag1 Ce1 P2,0
Co3 Ge5 Nd2,0
  Ca0.118 Ce0.19 Eu0.0075 La0.08 Na0.475 Nb0.135 Nd0.04 O3 Pr0.01 Sm0.01 Sr0.05 Th0.01 Ti0.865,1
I1 K4 P21,0
Bi3 Sr4,0
Cl12 N8 S8 Zr2,0
Ag1 Eu1 Sb1,0
Co4 Na10 O10,0
Os0.36 Ru0.64 S2,1
H1 As1 Cr2 K2 O10,0
Co1 Sb2.847 Se0.0183 Te0.035,1
Al2.36 Ce1 Pt1.64,1
Fe2.4 Li0.4 O4 Zn0.2,1
Ag3.19 Al12 Na13.54 O48 Si12,1
Bi2 Cl1 O4 Sm1,0
Cu3 Mo1.94 O9 S0.06,1
I5 In1 Pb2,0
Mo0.4 Pd0.6,1
K1 Zn13,0
B1.09 Cs0.12 K0.88 O6 Si1.91,1
Fe1.5 Li0.75 Mn1.45 Na0.792 O12 P3,1
Cu32.22 Ga24.94 Lu13,1
Ga1.5 Ni0.5 Tm1,1
Mn1 Mo1 O6 Te1,0
Cs8 Ge136 Na10.24 Tl5.76,1
K6 O30 Ta10.8,1
Ge1 Se1 U1,0
B3 Na3 O6,0
H22 As4 Ca1 Cu4 O26,0
Ba1 K4 O9 Si3,0
As2 Er1 Ni4,0
Ag2 S4 Si1 Sr1,0
Ga3 Gd2.856 O11.872 Sc2.059,1
O6 Te1 Tl2,0
H1 Nb1 O3,1
La0.66 Ni1 O4 Sr1.34,1
Co1 Ga1.8 S4 V0.2,1
Mg13 Na7 Nd1 O48 P12,1
B6 Ce0.87 Y0.13,1
Cd1 Y1,0
K3 Na2 P3 Sn1,0
O11 Pb1 V6,0
Fe1.4 Ga0.6 O3,1
Bi0.25 Nd1.75 O6.988 Ru2,1
Fe6.5 O35 V11.5,1
La2 Ni1.333 O6 Sb0.5 Ta0.167,1
Al2 Ca2 O5,0
Ag6 Cl1 P1 S5,1
Ag51 Tb14,1
Cr1 Si1,0
Pb3 Pr1,0
Ba6.23 Nb14 O47 Si4,1
Co2.32 O3.83 Ru0.68,1
Co0.8 Ho1 Ru1.2,1
Ba2 Fe3 O8 Y1,1
Mg1 N4 Sb2,0
Au1 Sb2 Sm1,0
F2 Xe1,0
Cm1 Sb1,0
Co7 Ga3 Y10,1
Co13 Ga2.88 Ge5.12,1
Al2 Pr1 Si2,0
Bi1 Eu0.5 Mg0.5 Na0.4 Nb1.5 O6.7,1
Ir1 Si1 Ta1,0
Cu1 Ni3 S8 Sn2,1
H2.9 Ba2 Na1 O3.1 Ti1,1
Ba3 Ge4,0
Al26.179 Ca3 Cu7.821,1
Cr1 Gd1 S3,1
Cu1 Ge1 Y1,1
As2 Cu1 O10 V2,0
Ba2 Ca1.874 Cu3 O8.67 Tl1.126,1
Ga2 Na2 S1 Se5 Sn1,1
Fe9.96 Gd1 V2.04,1
Er2 Ge2 O7,1
Ba0.996 O3 Ti1 Y0.004,1
Bi0.81 Ca0.6 Na2.81 O24 P6 Pb5.78,1
Gd1 Se2,0
Cs0.92 F2 Fe9 K0.08 Na1 O24 P6,1
As1 Mn0.5 V0.5,1
Bi0.95 Cu1 O1 Pb0.05 Te1,1
F2 Mn1,0
C0.1 Cr0.5 Pt0.5,1
As4 Ca3 Ge2,0
La2.25 Li2 Nb1.25 O13 Ti2.75,1
C5 H9 Cd1 Cl1 N2 S3,0
N0.913836 Nb0.989,1
Al10.088 Ba0.956 Mg0.912 O17,1
Co1 Ge0.25 Mn1 Si0.75,1
Ce5 In4 Pt2,0
Nb1.72 S2 Ta3.28,1
Co3 Th7,0
Ga2 Ni4 Pr3,0
Co1 Nd1 Sb2,0
Cr0.875 Ho1 Mn0.125 O3,1
Ba10 O24 P6 S1,0
Mg6.6 Y7.6 Zn21.8,1
Cu1 Fe5 O8,1
Ba1 Fe10 Ga2 O19,1
C0.36 N0.35 O0.29 Zr1,1
K1 Mo2 O8 Pr1,1
Eu2 Ga3 Ir1,0
Ir0.9 Ta0.1,1
In1.33 La1 Mn0.67,1
K0.959 O2.958 Ta1,1
Cu1.78 Se1,1
O1.8 Ta0.3 Y0.7,1
Ba1 Ca1 Fe2 Mn2 O7,1
Hf0.42 Ni0.67 Ti0.91,1
H1 Al2.39 Ca2 Cr0.61 O13 Si3,1
As3 La4,0
Fe1 Hf0.5 Mo3 O12 Tl1,1
As5 Ce4 Mn0.59 Zn1.16,1
As1 Gd1 S1,0
Ba1 Fe3.35 O11 Ru2.65,1
Ag1 Fe1 Te2,1
Eu0.12 O4 Sr0.78 W1,1
  H3.39 Al7.3 B3 Ca0.022 F0.43 K0.003 Li0.57 Mn1.16 Na0.74 O30.57 Si5.92 Ti0.039,1
Fe9 Ga8 Sc2,1
B1 Ni1 Ta1,0
Ba2 Cu2.751 Nd1 O6.67,1
Ca3.372 Cu13.68 O23.36 Pb0.136 Sr4.492,1
Al5.91 Au7.09 Ba1,1
Ba2 Cd1 O6 Os1,0
Ce1 Ga1.8 Sn0.2,1
Si1 Zr1,0
Ca0.9 Cr0.5 La0.1 O3 Ti0.5,1
Rb4 Se12 Tc6,0
B13 Ni1 Y4,0
Fe0.612 Ni0.388,1
As1 B2 Ir5 Mg2,0
Fe2 Na1.28 Ni0.86 O12 P3,1
Al8.26 Cr4.74,1
H12 Br2 Mg1 O12,0
Ba2 Co0.6 Fe2.4 O8.034 Y1,1
N0.66 Nb1,1
Cl1 O3 Sr1 V1,0
O3 Sr1 Ti0.65 Zr0.35,1
Ge0.96 Li3.94 S4 Sb0.04,1
Co5.277 Hf0.154 Nd0.772,1
Fe2 Gd2 I1,0
F15 Nb6,0
Ge0.24 Li3.17 Mo0.07 O4 P0.69,1
Ce0.8 I1 La2.2 S8 Si2,1
Ba0.15 Bi0.85 Fe0.85 O3 Ti0.15,1
Na3 O2 Tl1,0
Ba0.04 Cr0.94 Si1.98 Ta0.02,1
Ge0.3 Pd2 Si1.7 Yb1,1
C0.88 Al5.43 Ca3.4 Na0.64 O26.76 Si6.59,1
Bi0.5 Cu0.025 Sb1.475 Te3,1
Na5 O16 Pr1 W4,0
Ga1 Pt1 Sc1,0
K4 O5 Sb2,1
Bi0.15 F2.15 Pb0.85,1
Al2 Ca3 O12 Sn1.6 Ti1.4,1
Ga3.33 Lu2,0
Al2 Br8 Ti1,0
Al14 Ca13.32 Cl2.22 O32,1
Bi0.5 Fe0.5 O3 Pb0.5 Ti0.5,1
Cr1.5 Cu1 S4 Sb0.5,1
Bi1 Co0.05 Fe0.95 O3,1
Ge0.5 Ta1 V1.5,1
Li3 N1 O2 Si1,1
C0.1 Cu0.8 Mn3 N0.9 Ni0.2,1
Mg0.2 Ni0.8 O6 Sr2 Te1,1
Ho1 Rh1,0
Ga1 La1 O1 Se2,0
Bi0.7 Mo1 O6 Yb1.3,1
Bi0.572 F1.428 O1.572 Pb1.428,1
Cu0.06 La0.778 Mn0.94 O3 Sr0.222,1
Co2 Mo6 N1,0
Gd0.485 Mg1 Pt1 Y0.515,1
Cu1 K3 O2,0
Be2 Mo0.5 Ta0.5,1
F2 Ge2 Mg7 O10,1
Cr0.23 Ge2 Y1,1
Li0.9 O2 Ti1,1
Fe0.96 Mo1.04 O6 Sr1.99,1
O1 Rb2 S3 W1,0
O2 Pr2 Sb1,1
As1 Ba2 Br1 Se3,0
S2 Sc1 U1,1
Bi3 Cu0.23 Ir0.77,1
Bi9 Ca9 Zn4,0
C0.165 H2.96 Al0.33 Mg0.67 O2.975,1
Nb1 S2 Ti0.17,1
Cs1 Ga1 O12 P4,0
Nb5 Si1 Sn2,0
H1 Li1 O4 Si1 Sr2,0
Cs2 N12 Pd1,0
Fe1 Li8 Mn4 Nd18 O39,1
C3 Fe15 Ga2 Sm2,0
Co1 Ga8 Sm2,0
C11 Fe3 Mo1 O11 S3 Se1,0
B3 Ca4.39 Ce0.03 F1 Mn0.15 Na0.23 O9 Tb0.2,1
Al2.79 Dy1 Fe0.21,1
Eu1 Ge4 In2 Ir4,0
Ca0.9 Mn1 Nd0.1 O2.99,1
B3.51 Ba7 F3.47 O10.53,1
Fe11 Re1 Y1,1
Ge1 Mn2 O4,0
Co1 Na0.78 O2,1
Cr1 Mo6 S2.1 Se5.9,1
Ba2 Cu1 O6.016 Tl1.928,1
Mg0.48 Ni1.52 O4 Si1,1
Ba1 O2,0
B1 Fe12 Si2 Zr1,0
Cl3 Na2 O12 Sm3 Te4,0
Fe3 N0.97,1
C8 Ag12 O12 V3,1
H16 Ca4 K4 O44 P12,0
As2 Ba1 Zn2,0
C3 Nd2 Ni22,0
Ag1 Au1 I4 O12,1
Ba1 Cu1 Si1 Te3,0
C9 Fe3 O9 Se1 Te1,0
Ba3 Co1.4 Fe24.6 O41,1
Er1 Tc2,0
Ba0.5 Mn1 Nd0.5 O3,1
Bi5 Cl1 O14 Pb1 Ti3,1
Cu0.05 Ni0.95 O1,1
Cl1 Cs6 Dy21 Te34,0
Al0.14 Er1 Mn1.86,1
Cu2 Fe1 Se4 Si1,0
Ba1 La1 O6 Ru1 Zn1,1
Al2 Eu0.5 Y0.5,1
C2 H12 Cl5 N4 O3 Re1 S2,0
Fe2 Gd2 O7 Sr1,1
Ge1 Ru1 Sc1,0
C2 H6 Mg0.826 O6 Zn0.174,1
Ba1 In3.21 Zn0.79,1
Ca0.2 Fe2.9 Na0.9 O5,1
Pd2.44 Sn0.56 U2,1
Ba3 Nb4 O21 Ti4,1
Ba3 Ga3.09 O14 Si1.91 Ta1,1
H0.86 F1.14 Fe0.12 Mg4.88 O8.86 Si2,1
Co2 Cu3 O6 Sb1,1
C0.79 O0.13 Zr1,1
Fe0.987 S2,1
H2.4 La2.955 Li4.56 O12 Ta1.12 Zr0.88,1
Dy1 Fe10 V2,1
Bi2 Nb2 O12 Sr2 Ti1,1
Al0.4 Ti0.6,1
Ho0.25 Na0.75 Nb0.5 O3 Ti0.5,1
C12 H32 N12 O17 Pt3 Th2,0
K2 O2 Pb1,0
Ca0.38 Na1.31 O15 Si6 Zr1,1
Mn5 P3 U1,0
 Al0.033 Ca0.055 Cr0.478 Fe0.001 Mg0.056 Mn0.001 Na0.945 O6 Si2 Ti0.003 V0.428,1
I6 Li2 O18 Ti1,1
Ge3 O17 Pb11,0
Ce1 Ni10 P4,0
In2 Se3,0
Cu1 O8 Sm1 W2,0
As1 S2 Tl1,0
Ce1 Ni0.3 Ru0.7 Sn1,1
O21 Se6 Sr4 V2,0
I1 Tl1,0
Bi0.5 La0.05 Na0.45 O3 V1,1
H5 N1 O10 P3 Sm1,0
Fe1.45 Mo0.45 Ni0.1 P1,1
C1 H2 Ca2 O16 Si4 Y2,0
Al4 Lu1 Ni1,0
Al0.3 Ba1.5 Cu2.7 Nd2 O8.8 Th0.5,1
N1 Ti0.08 Zr0.92,1
B2 Gd1 Os2,0
B4 Mn2.1 Ta0.9,1
Al0.68 Ni3 V0.32,1
B1 Cd3 O7 P1,0
Ce1 P2 Pt4,0
Ca1.942 Cu2 O3 Sr0.058,1
H2 Mg12 O21 Si4,0
Cm2 Te3,0
Al1 Cu1 Y1,1
Ba2 Cl1 N1,0
Ca3 Li1 O12 V3 Zn1,1
Ag0.58 Ca2 Mn0.71 Sb2,1
H22 B10 Mn1 O6,0
H6 Al2 Cl1 Li1 O6,0
Ba0.95 O3 Sn1 Sr0.05,1
Co5 Fe5 Sm1 V2,1
Mo6 S4 Se4 Tl1,1
Ba3 Cl2 O5 Y2,0
Pb2 Pd3 Se2,0
Ce1.332 Gd1.335 S4,1
O4.5 S2 Sm2 Ti2,1
H2 Al5 As4 Na3 O20,1
Al11 Ba2 Fe11 O34,1
Fe1 Se5 U2,0
La0.46 Li0.429 O3 Sr0.111 Ti1,1
Mn1 Na0.05 O3 Pr0.95,1
C16 H159 Ag8 Mn8 N16 Na1 O159 Sb2 W32,1
Cr2 K1 La1 O8,0
Al1 Ni4 Zr5,1
Cr1.8 Mg1.2 Na1.2 O12 P3,1
Ba1 Ca0.19 Er1.81 Ni1 O4.76,1
Ba2 Cu2.88 Li0.12 O6.01 Y1,1
Bi1.5 Ir2 O7 Pb0.5,1
Ca1 Ni2 O9 Se3,1
Au0.925 Zr0.075,1
Cl1 Cu3 S3 Te1,0
Ni1 Se17 U8,0
Dy0.2 La0.47 Mn1 O3 Pb0.33,1
Ag3 Al2 La1,1
Ho4 Sb3,0
Ca1 Cu4 P2,0
C2 Ca1.11 Mn0.89 O6,1
La1 Li1 Mg1 O6 W1,0
Al0.19 Cr1.75 Fe0.479 Mg0.567 Mn0.009 O4 Ti0.004,1
Cr0.064 O6.91 Sn1.936 Y2,1
Ba1.375 Bi1 Lu1 O6 Sr0.625,1
C7 H12 Mn1 N4 O3 Pd1,1
Rh1 Tb1 Zn1,0
Ge1 S1 Zr1,0
Co3 Er0.5 Sn3,1
Al1.05 Ca1 O6 Sc0.95 Si1,1
N1 Pr5 Se6,1
La1.04 Li0.86 O6 Ti2,1
Cr1 Cu4 O20 Sr8 Tl3,0
Ge2.89 Ni1.04 Yb1,1
Ag4 Ce3 Ge4,0
Cu3 Nb1 Se4,0
Nb2 Pd0.876 Se5,1
Li2 Pd3 S4,0
Pr5 Si3,0
Cu0.517 Li0.483 N1 Sr1,1
Cr0.5 La0.8 Mn0.5 O4 Sr1.2,1
Ce1 Ge2 Pd2,0
K2 Pd1 Se2,0
B6 Ho2 Ru1,0
Ag1 Zn1,1
Na1 Se2 Yb1,0
Ge1.44 Si2.56 Sm5,1
Al0.127 Ge1.873 Na1.126 O12 P3,1
Fe1 N0.056,1
H3.59 Al0.236 Ca2 Mg0.145 O14 Si3 V2.619,1
La7 O30 Ti1.5 W5.5,1
H8 Na2 Ni1 O12 S2,0
C0.644 H8.712 Al1 Mg2 O9.288,1
Al0.95 Ba0.006 Ca0.005 K0.904 Na0.085 O8 Si3.05,1
As1 Mn1 Nd0.9 O1 Sr0.1,1
Ca1 Ge1 Mg1,0
As7 Na2.3 Ni11.7,1
Fe0.96 Ge0.28 Mn1.04 P0.72,1
La0.1 O1.95 Zr0.9,1
Na2.999 P0.998 S4,1
Ce1 La1 Pt2,1
In0.4 Mn6 Sn5.6 Tm1,1
Al1 Mo6 Na9 O24,0
Al7 Ca6 O16.52,1
O3 Sr1 Ti0.825 Zr0.175,1
In2.02 S10 Zn6.58,1
Gd1 Ge1 Pd2,0
Co3 La3 O8,0
