formula,target
Bi1 Nb1 O6 Ti1,1
Co0.815 Li0.998 Ni0.187 O2,1
Bi0.96 Cu1 O1 Pb0.04 Se1,1
Bi3 Cu1 S6 Yb1,0
S1 U0.5 Y0.5,1
In21 Pd10 Th4,0
C2 Ce2 Na2 O12 Si1 Ti1,0
Cd0.995 Cr0.005 S0.8 Se0.2,1
Ba1 Fe2 Hg0.467 O8.75 Sr2 Tl1.402,1
H2 Cu1 I3 O2 Pb2,0
B2 O7 Pb4,0
O5 V1.3 W0.7,1
Cl6 Mn1 Rb2,0
Bi1.5 Nb1.5 O6.92 Zn0.92,1
Co1 Ge1 V1,0
Bi1 O6 P1 Pb2,1
Ga1 P1 Se1 Zn1,1
Cu0.4 Fe1.6 Yb1,1
Al0.938 Ca3 Cr1.062 O12 Si3,1
Eu2 O11 Te4,0
Bi13 I7 Pt3,1
As4 Eu2 Ge1 Na4,1
Fe0.9 Mo1.1 O6 Sr2,1
Co2 Sc0.4 Ti0.2 Y0.4,1
Bi1.6 Ca1 Cu2 O8.39 Pb0.4 Sr1.86,1
Ho0.1 Pd2 Sn1 Y0.9,1
Ba2 O26 Si6 Sm8,1
Fe3.44 O10 P1.98,1
Co1 Ga8 Lu2,0
Ge1 Hf1 Pd1,0
Re2 Te5,0
Br1 Ce1 La1 S5 Sb1,1
Br1.5 Hg3 I0.5 S2,1
Dy1 Mn2 Si2,0
Ba2 Cu2.59 Fe0.39 O7.388 Y1,1
H2 Cl14 K2 Mo6 O1,0
H1 Ce1 Ru1 Si1,0
Mg2 Zn11,0
H1 O8 P2 Rb1 Zn2,0
Er2 S2 Te1,1
Bi1.78 Sn0.69 Te4 Tl0.53,1
Ba2 Cu3 O7 Y1,1
La6.56 O13.13 W1.16,1
Gd2 O2 Sb1,1
Dy1.17 Fe4 Si9.94,1
Nb1.35 S2,1
Mo2 O8 Pr1 Rb1,0
Bi2.414 Ca3.1 Cl5 Cu1 O5.24,1
I2 Na6 O1 S1,0
H34.56 K0.34 N3.64 Na2 O38 V10,1
Cu3.93 Ga6.98 Y3,1
Ce0.2 O2 Pr0.8,1
Pt4 Yb3,0
In1 Lu3 N1,0
Al1.614 Ca3 Fe1.386 O12 Sb1.362 Ti0.638,1
Bi0.495 Fe0.01 La0.01 Na0.495 O3 Ti0.99,1
Ba2 Co0.03 Cu2.97 O6.94 Y1,1
Ho4 O14 Si4,0
Ag8 Se6 Si1,1
Ca1 N2 Ti1,0
Ba1 Ca1 O7 V2,0
C4 H4 Ba1 O6,0
B2 Be1 Na2 O5,0
C1 Dy1 Fe2 Si1,0
Bi0.536 S3 Sb1.464,1
Ca5 O14.74 Re3,1
Ca1 Fe0.07 Mg0.93 O4 Si1,1
U1 Zn11.67,1
C2 H12 F6 O12 S2 V1,0
Co0.5 Mn2.5 O4,1
Bi4 Cd1 Pb2 S9,0
As1 Nb3 Te3,0
Bi0.5 O4 Pr0.5 V1,1
Cu1 K3 N5 O10,0
Ag1 Bi1 P2 S6,0
Cr1 K1 Li1 O4,0
Co1.5 Si0.5 W1,1
Br6 Cs2 Na1 Y1,0
H8 Be1 O8 Se1,0
 H4 Ca0.085 F0.22 Fe4.665 K1.935 Na1.885 O30 Si7.59 Ti1.945,1
Al5 F26 Na3 Sr4,0
Pr1 Zn11,0
Hf5 Sn3,0
Bi0.02375 K0.4596 Na0.51665 Nb0.9575 O3 Sc0.005 Zr0.0375,1
Co0.65 Cr2 Ni0.35 S4,1
Ca0.58 Fe1.65 Mg0.15 Mn0.61 O8 P2 Zn0.01,1
La1 Zn1,0
S3 Sn2 Tl2,0
Al3 Au0.6 Ce1 Cu0.4,1
B0.087 Ce0.174 Fe1.74,1
B2 Cr1 Rh5 Sc2,0
C2 H12 Cd1 I4 N2,0
Cu2.6 Fe0.4 O7.3 Sr2 Y1,1
Ca0.91 Ga2.27,1
Ga2 La4 O9,0
H3.24 Al6.651 B3 F0.76 Fe2.349 Na0.84 O30.24 Si6,1
Rh5 Ti3,0
Ba1 Si2 Zn2,0
C1 Al1 Cr1 V1,1
Cd1 Se2 Tl1,0
Ba0.74 Ca0.91 Cu2 Hg0.7 O7.9 Sr1.35 Tl1.3,1
Bi3 I1 Te1,0
Al0.9 Ba1 Eu0.2 O7 Y0.8 Zn3.1,1
 H3.31 Al8.424 B4.062 Ca0.294 F0.06 Li0.357 Na0.4 O30.94 Si4.854,1
Fe0.23 Mg0.77 O3 Si0.99,1
As2 Cu1 O7 Sr1,0
La0.00064 Ni0.99936,1
H30 I1 N7 O19 P6,0
H17 B2 Mn1 N3,0
Cl1 Cu3.84 Fe20.16 K6 Na0.81 S26,1
O2 Pr2 Se1,0
Ca9 F2 Ge1 La1 O24 P5,1
Co5.93 Mg0.07 Y5,1
Al1.978 Fe0.112 Mg0.895 Mn0.001 O4 Zn0.01,1
Ge4 Sc2.19 Ta2.81,1
Al0.724 Nd0.386 O3 Sr0.608 Ta0.293,1
Br1.305 Li6 P1 S4.695,1
Al1.5 O5 Sc0.5 Sr2,1
Ba2 Ca1.86 Cu3 O10 Tl1.87,1
C0.5 In1 Ni3,1
Fe1 O6 Tb1 W1,0
Co1 Ni1 Si2 U1,1
Ge3.08 Na0.71,1
Al1.768 Ga0.232 O3,1
Ba1 Bi2 Nb1.77 O12 Sr1 Ti0.73,1
Ba2 Bi1 Ga1 S5,0
Bi1 Dy1,0
Ba3 Co1.8 Fe24.2 O41,1
Al1 B2 Co0.1 Fe1.9,1
Li0.9 O2 Y0.9 Zr0.1,1
Cu0.3 F3 K1 Mg0.7,1
Ag1 Nb3 S4,0
Ni1 O6 Pr2 Zr1,0
S8 Tl1 V5,0
Ag2 Mo1 O12 Te4,0
Eu2 O7 Pt2,0
La4 O20 Te7,0
C0.67 H0.33 Zr1,1
Am1 Bi1,0
H6 Li1 Mn1 O7,0
H5 B1 F4 N2,0
Ba4 Cl1 O18 Os6,0
Bi19.488 O36.2 Sm4.632 V1.22,1
Bi0.8 Fe1 La0.15 O3 Pb0.05,1
Mg1 Tm1,0
 H1.6 Al3.13 Ca1 Ce1.54 F0.14 Fe0.33 La0.61 Mg0.53 Nd0.85 O21.86 Si5,1
Co4 Ge10 Yb5,0
In3.81 Lu21 Pd10.19,1
H2 Al0.62 Ca1.42 Mg5.04 Na0.65 O24 Si7.71,1
H20 K6 O38 V10,1
Eu3 P4,0
Ca0.05334 Li10.61466 O32.004 Sm0.05334 Ti13.28166,1
Ir0.62 Re0.38 Ti1,1
Eu1 Fe2,0
Al2.026 Mg0.1 O3.901 Zn0.882,1
Co0.025 Cu0.975 La1.8 O4 Sr0.2,1
H2 Er2 Mo3 O17 Se2,0
As2 Cl3 Hg3 Tl1,0
Al1.81 Fe0.73 Mg0.29 O4,1
Ba0.32 La0.67 Mn1 O3,1
As4 Ca3 Si2,0
Co1 Na0.79 O2,1
Al0.026 Be12.974 U1,1
Ca1 Mn2 O4,0
Au1.2 Cd4.8 Gd1,1
Ca0.66 Se1 Yb0.23,1
Cd0.085 Ga0.61 Se1,1
Dy3 Ga2 Ge1 Mn3,1
H2 Co3 K2 O10 V2,0
Ba1 Si1,0
Al1 N10 Nd3 O1 Si5,1
O3 Te1,0
As3 Cs3 Fe2 O12,1
Ce2 O7 Sn2,0
Ge2 Hg3 K1.6 Rb0.4 S8,1
Ca3 Fe1.766 O12 Si3 Ti0.234,1
Gd10.704 S16,1
O3 Sn1 Sr1,0
Ho5 S7,0
Al8 Ce1 Cu4,0
H1.2 Al1.4 F0.8 Fe0.04 K0.964 Mg0.75 O11.2 Si3.81,1
Co0.1545 Fe0.1545 Li0.97 Ni0.721 O2,1
Cs6 Na6 O18 Si6,1
Fe3 Te3 Tl1,0
Se2 Yb1.5,1
Er3 Pt1,0
Ho3 Pt1,0
H62 Na4 O98 Sb2 W20 Zn2,0
B1 Mg1 Na1 O3,0
Ba3.3 Nb10 O28.3,1
Ba0.5 Cr0.2 Cu2.8 O7 Sr1.5 Y1,1
C2 H11 Cd2 O25.5 U6,1
H48 Ag9 Cl62 Cu24 K1 O48 Pb26,0
Mn0.19 Se1 Zn0.81,1
Ni0.916 Sn1 Zr0.9,1
Ce1 Ga3.05 Pt0.95,1
Ba1.8 Cu3 Eu1 La0.2 O7.05,1
Co2.265 Nb0.735,1
Ce1 Sn1.5 Tl1.5,1
Se1.5 Te1.5 U2,1
As2 Co1.78 Pr1,1
H2 Na4 O13 P4,0
C8 H32 Cl10 N4 Pb3,0
Na5 O13 Si2 Ti2 V1,1
H8.72 N4.24 Na2 Zn1,1
O2 Pr1,0
Er3 Si5,1
F3 Li9 Mg3 O16 P4,0
Bi0.45 Ca0.1 Na0.45 O3 Ti1,1
Al4 Br4 La5,0
B6 La3 Li1 O18 Sr4,1
Ba0.975 O2.89 Yb0.191 Zr0.814,1
Ca2 N1 O3 P1,0
F6 In1 Li1 Mn1,0
C5 H11 Cd1 N1 O6,1
Ba2 Bi0.22 Co1.55 O4.62 Sc0.22,1
Mo1 Si1 Zr1,0
Ba2 Br0.61 Cl0.39 N1,1
K1.04 O4 Rb0.96 Se1,1
B24 Pr7 Re24,0
Li1 O3 Ta1,1
C2.5 Ho2 Mn17,1
Cr1.42 Ga0.58 Zr1,1
Al4.95 O9.52 Si1.05,1
B1 Er1 Pd1.8 Rh1.2,1
Ge1 Hf9 Mo4,0
C12 Rh5 Tb8,0
Cr0.76 Cu0.23 Fe2.01 O4,1
Mo6 Se8 Yb1,0
Ge2 Os1 Tm1,0
Fe0.3 Ga0.2 O3 Sr1 Ta0.5,1
Mo12.32 Nb1 O40 P1,1
Bi2 S1 Te2,1
Na2 O12 Te4 W1,0
O17 Si5 Sr1 Yb4,0
Nd1 Rb1 Te4,0
H4 Al8.01 B3 Na0.84 O31 Si6,1
Cu5 O10 P2,0
Li0.5 Te2 Ti1,1
C1 B2 Ni2 Tb0.952 Y0.048,1
H15 F6 Ga1 N6,0
Cr1 Li1 O11 Sr1 Ti4,1
Br3 U1,0
F2 Nd3 O4 Se2 Ta1,0
Co4 Ga11.04 Zn0.96,1
Mn1 O2,1
Ba1 F0.5 Li0.5 O2.5 W0.5,1
Mo6.5 Ni5.2 Si1.3,1
Au1.21 Er1 Zn0.79,1
Cu0.04 Na1.92 O7 P2 Zn1,1
Ca1 F6 U1,1
In1 Nd3,0
Ba0.25 Cu2 Gd1 O8 Ru1 Sr1.75,1
H2 Eu1 Li1 Nd1 O2,1
N2.333 Ti4,1
Be12 Pd1,0
Al1.5 La1 Mg0.5,1
Ta0.8 W0.2,1
Mg0.972 Zn0.028,1
Cr2 O7 Tl2,0
La0.888 Mn1 O3,1
Fe17 Nd0.9 Sm1.1,1
Ga1 Nd1,0
Ga4 Zr5,0
Al5 Mo2 Ni1,1
C4 H10 Mg0.38 Ni4.62 O18,1
Al1 Cu1 Sc1,1
Au1 Ge1 Lu1,0
N0.81 Pb1 Sr3,1
Al1.137 Ca11 Ga5.863,1
Al2.64 Ga3.36 N2 Na8 O28 Si6,1
Ba12 Li8 N6 Na15,0
Cd1 Cl6 K4,0
As2.66 Eu3.99,1
Li0.667 S2 Ta1,1
Fe10.4 Mo1.6 Nd1,1
Al2.8 Be1.2 Ce1,1
Fe1 Li1 O4 Si1,1
Rb1 Zn13,0
Dy16 In14 Ru5,0
S4 Sm2.94,1
Mg2.28 N4 Ta1.72,1
C7 H18 N11 O1 S7 Y1,1
Ga2 Ge1 Pb1 Se6,1
H2 F4 O3 Te2,0
F8 O2 S3 Sm6,1
Gd1 Pd1,0
Ni1.014 Sn1 Ti0.997,1
Mn0.5 O3 Pr1 Rh0.5,1
B3 K0.52 Na0.48 O9 Sr4,1
Eu1 Ru4 Sb12,0
Cs0.34 Nb1 S2,1
H5 Na2 O8 Se1 Te0.5,0
B2 Ce0.5 Rh3,1
Bi0.267 O2.964 Pr0.733 Sr1,1
B2 Hf0.5 Zr0.5,1
H12 Cl3 O6 Y1,0
Cu0.9 Mo3 S4,1
Cu0.6 Nd1 Ni0.4 O3.78 Sr1,1
C7 F5 N1 Se1,0
C3 Lu0.2 Th1.8,1
Cu5 Mg13 Y5,0
Al2.5 Ni2.5 Y1,1
Ho3 Tl5,0
H12 Cl4 N4 Pt2,0
Ba1 Fe1 Mn1 Nd1 O5.17,1
Cd1 Na1 S3 Sb1,0
Fe1.5 Nd0.5 O3,1
Fe4 N0.94,1
Rh1 Sc1,0
Ag1 As0.81 Mn1 S3 Sb0.19,1
Nb0.035 Th0.965,1
Fe0.59 Li0.94 Mn1.42 O4,1
C6 Co1 N6 Na1 Rb2,0
Er1.08 Nd3.92 Si4,1
Ce2.666 Se3.999,1
Ga0.824 Mn0.944 O5 Tm1,1
Ni1 Sb2,0
C1 Pb1 Ti2,0
B2.54 Si0.962,1
B4 Co4 Gd1 Y1,1
Ce1 Cu1 Eu1 S3,1
Mo0.5 Nb0.5 Ni3,1
Ba0.1 O3 Ru0.9 Sr0.9 Ti0.1,1
Fe0.894 Mo1.106 O5.7 S0.3 Sr1.99,1
Ba2 Fe2 O5,0
Mn1 Ni1 Pd1 Sn1,1
Hg2 Mo1 O4,0
Al12 Mn1,0
Mn1.363 Ni2 Sb0.57,1
Ba4 Ce0.05 F2 O24 Si6 Y5.95,1
Al11 Ca1 O19 Ti1,1
Ba0.554 Bi1 K0.446 O3,1
Ca3 Fe1 O6 Rh1,0
Al10 Lu1 Os2,0
Co0.25 Mg1.75 O4 Si1,1
La1.05 Mn2 O7 Sr1.8 Tb0.15,1
Cl2 N24 P12 Zn7,1
Cu3.12 O16 P4 Sr2.88,1
Nb1 O6 P1 Tl2,0
Cr0.66 La1.33 Li0.66 O6 Ti1.33,1
Co17 Ho2,0
Ce1 Li1 Sn1,0
Co0.38 Ni0.38 V0.24,1
F3 Ho3 O1 Se2,1
Hg5 O8 Se2,0
Li0.92 Ni1.08 O2,1
H4 B6 Ba2 O13,0
B7 K9 Li3 Nd3 O21,0
Cu1 Ho1 P2,0
Au1 Ce1 Ga3,1
Cu2 S4 Si0.3 Sn0.7 Zn1,1
Co1 N6 Na3 O12,0
H3 K1 O6 S1,0
Ir1 Li0.5 S2,0
Co1.78 Ge1,1
Bi2 Ge3 Te6,0
As1.02 F0.13 Fe1.02 O0.87 Sm0.99,1
H20 Cl2 Co1 I1 N6 O4,0
Cd1 Pd5 Se1,0
Ce0.2 Lu1.8 O3.1,1
Al2.8 Pt2 Ti5.2,1
C3 Hg1 K1 N3 S3,0
C12 Cu3 Fe2 K2 N12,1
Al1 B14 Li1,1
S3 Se5,1
Ga6 Mn1 Tb2,0
Al0.256 In1.044 O3.35 Ti0.7,1
Bi2.1 Mn0.9 Se4,1
Mn41.34 Si10 W1.66,1
O2 Pb0.98,1
O4 Sn0.47 Ti0.47 V0.03 Y0.03 Zr1,1
Mo0.4 Se2 Ta0.2 W0.4,1
H28 Cd2 Na2 O32 P6,1
Ca1 Ga3 Ni2,0
C0.5 B0.5 Co5.5 Fe8.5 Nd2,1
Li1 Lu1 O8 S2,1
As4 S1 Se3,1
O7 Ti0.8 Y2 Zr1.2,1
Cr1.92 Sb0.2 Se4 Zn0.8,1
Fe1 K3 O2,0
I4 Mn3 O4 Sb2,0
B1 Co2 Fe11 Mn1 Pr2,1
Li1.6 Mg1.6 O8 Sn2.8,1
H2 Cd1 I3 O1 Rb1,0
Ca3 Co1.95 O6 Zn0.05,1
Al1 Co2 Ho6,0
H1 F4 O1 Rb1 Te1,0
Ge3 Sm1,0
Ag0.05 Ca1 Cu0.95,1
Lu1 Na1 S2,0
In1.26 Pd1 Sb0.74,1
Au12.5 Ca3.25 Ge5.5,0
Ca5.7 Ce3.3 F1 Li42.7 N59 O2 Si30,1
Cu3 S4 Ta0.5 V0.5,1
Al1.15 Ca1 O6 Sc0.85 Si1,1
Cs3 S3 Sb1,0
Cr0.6 Ni1 S4 V1.4,1
Ca0.333 La0.2668 Mn1 O3 Pr0.4002,1
Cu1 Ga1 Nd3 S7,1
B3 Eu2.16 Na2.52 O9,1
I1 Ta1 Te4,0
Gd2 O7 Ti2,1
Bi2 Mn1 Te4,0
F4 Mo1 O1,0
Ru1 Sb1 Zr1,0
 Al0.498 Cr1.409 Fe0.381 Mg0.6447 Mn0.006 Ni0.0033 O4 Ti0.0045 V0.0033,1
Gd2.667 S4,1
B12 Lu1,0
H12 F5 N3 O1 Ti1,1
Fe0.71 La0.71 O3 Pb0.29 Ti0.29,1
Fe0.22 Sn2 Th1,1
Al35.472 Cu47.792,1
Ag3.24 As0.96 Cd0.24 Cu6.496 S13 Sb3.04 Zn2,1
B4 Er1 Re1,0
Cu4 Si4 Zr3,0
Mn2 P12 W1,0
La1 O7 Si2 Y1,1
Cu3 Te12 Tm7,1
Cu4 Se1 Te1,0
Ce1.2 Cu2 Gd0.8 O9 Sr2 Y0.5 Zn0.5,1
Ga1 Li3 O5 Si1,0
Al0.17 Si0.83 Tb0.64 Zr0.36,1
Ge1.72 Np1,1
C5 H22 B2 N1 P1,0
F2.76 Sr0.24 Tb0.76,1
Ba1 S3,0
Ba1.88 O32 Ta15,1
Cd3 O9 Si3,0
Br2 Ca1,0
Al0.355 Fe0.65 Na1 O6 Si2,1
Ca0.8 Mn1 O3.039 Tb0.2,1
Bi2 Co1 F4 O2,1
Cu2 Gd0.99 O8 Sr2 Ta0.97,1
Mg0.966 Ni1.034 O4 Si1,1
H8 Cs3 O16 P3 Te1,0
As2.58 Co3 Cu1 K1 O12 V0.42,1
Cd1.985 F2 O24 P6 Sr8.015,1
Ba0.48 Na2.23 O7.28 P1.76 Sr1.29,1
Cs7 Fe4 Se8,0
Ba2 Cu3 O6.072 Y1,1
Al1 K0.25 Na0.75 O8 Si3,1
As1 Hg1 Mn1 O5,0
H12 Mn1 O14 Rb2 S2,0
  H2.24 Al1 Ce0.32 Dy0.12 Er0.06 F0.76 Gd0.14 La0.11 Nd0.3 O9.24 Pr0.07 Si2 Sm0.11 Y0.72 Yb0.05,1
Cr2 Se3.2 Te0.8 Zn1,1
Cr0.6 Mn0.4 Te1,1
C7 H20 N8 O12 S1 U1,0
H22 B20 K4 O2,0
B2 Ge1 Mo5,0
Ga2 Ni1 Sc1,0
Be13 Gd1,0
B3 F3 Li2 O4,0
Cr0.1 La0.73 Mn0.9 O3 Sr0.27,1
Cl6 O10 Pb13,0
Al1 Cu1 O2,0
Ce1 Ge3 V1,0
Co9.2 Gd1 Si3.8,1
Cu4 Ti3,0
Au4 Ga7 Gd3,1
Fe4.68 Ga7.32 Sc1,1
H2 Cl2 Co1 O1,0
Ba2 Ce1 O6 Sn1,0
C1 Sc3 Tl1,0
 Al0.342 Ca0.661 Cr0.003 Fe0.253 Mg0.731 Mn0.007 Na0.132 O6 Si1.826 Ti0.045,1
Na4.5 O4.5 S1.5 V1.5,0
Ba1 Cr2.3 Cs0.3 O16 Ti5.7,1
Se1 Te1 U1,1
Au4 Cd2 Ce1,0
Be17.48 Fe1.52,1
Ba2 Co0.34 Cu2.66 O7.02 Y1,1
C1 H2 Al1 Na1 O5,0
Co0.99 Li1.01 O2,1
Au0.83 Pd1.42 Zn10.22,1
H0.9 Nb1.03 Se2,1
Fe11 Ga3 Pr6,1
Ba8 Ga16 Ge30,1
H6 Cu3 O11 V2,1
Ge0.5 Mn0.1 S2 Zn0.9,1
Bi0.5 Eu0.5 O4 V1,1
Cu0.012 Li1 Mn1.492 Ni0.495 O3.62,1
Dy1 Fe1.8 Ga0.2,1
Co0.1 La0.73 Mn0.9 O3 Sr0.27,1
Bi2 Br1 In1 Se4,0
Nb0.94 O2,1
Bi0.88 Fe1 La0.05 Lu0.07 O3,1
Bi24.05 Mg1.95 O40,1
Ag1.86 In1.14 Li1,1
Cl9 F4 O1 Sb3,1
Al1 Cu1 Ta1,1
Bi2 Pd2 Sr1,0
Bi5.11 Na1.04 S10 Sn1.84,1
C9.18 Al20.64 K20.56 O210.36 Si75.36,1
Ba3 La1 O12 P3,1
Ga21 Rh4,0
Nd1.2 Ni1 O4 Sm0.3 Sr0.5,1
N3.36 O0.64 Si3,1
Cu3 O12 Tm0.838 V4,1
Al1 Li1 Si1,0
Al14.37 Cu12.6 Li12,1
B2 Mg1 Ni3,0
Er1 Rh4 Si1.713 Sn0.287,1
Ba4 Li1 O12 Ru3,1
H8 Ag1 F4 Mn1 O4,0
O7 P2 Ti1,0
La0.902 Mn0.979 O3,1
Br2 F10 Ge1,0
O6 Pb2 Sc1 Ti0.5 W0.5,1
Ba0.5 O3 Pb1 Sr0.5,1
Ge4 Lu2 Mn1 O12,1
Cu0.2 O4 W1 Zn0.8,1
Cs1 Cu1 F6 Ni1,1
Hf1 Ni4 P2,0
Cu1.6 S1,1
Al3 Y0.15 Yb0.85,1
Fe0.5 Mn0.5 O3 Pr0.5 Sr0.5,1
Cu2 Li2 O18 P6,0
F2 Mn3 O4 Si1,0
Fe1 Ge2 Mn1 Nd1,1
Cr1 Ho4 Se7,1
Cu1 F1 S1 Sr1,0
H8 Be1 N2 O10,0
Al6.29 Ga5.71 O19 Sr1,1
Mn1 Na0.3 O3 Pr0.5 Sr0.2,1
C2 Sn1 Ti3,0
N1 O1 Ta1,1
Cd0.5 Cu0.25 Ga0.125 In0.125 Te1,1
B10 Co29 Gd3 Si4,0
C4 H16 N10 Ni1 O2,0
Cu8 Ge1 S6,1
Er2 Fe1 Si4,1
Fe1 La0.6 O2.796 Sr0.4,1
Fe1 Se1,1
Hf1 O7.83 V0.34 W1.66,1
As1 Er1 O1 Zn1,0
As2 Au1 Nd1,0
In5 K10 Sb9,0
Ca1 Mo5.38 O10 Ti0.62,1
Ca8 Hg9 Zn9,1
Al1.5 Hf1 Zn0.5,1
Fe1 Li1.73 O7 P2,1
Ba1 Ca0.08 Co2 Nd0.92 O5.5,1
H8 Cs1 O12 S2 Y1,0
As1 S3 Sb1,1
Co0.5 Fe1.7 O4 Zn0.8,1
B2 La3 Ni13,0
H24 As2 Ni1 O24 U2,0
Fe1.4 O4 Ti0.24 Zn1.3 Zr0.06,1
Ce0.47 Co1.97 Fe2.03 Sb12.14,1
Ba1 Co2 Dy1 O5.5,1
Ru2 Si3,1
Nb0.333 Re0.333 V0.333,1
Ce0.5 Dy0.5 O1.75,1
Fe2 O6.93 Sr3,1
Li0.2307 O0.9997 Ti0.2307 Zn0.5383,1
Eu0.08 Ge12 Li4 Sr7.92,1
Ba1.04 N1 Sr0.96,1
Gd0.638 Ho0.01 O4 Pr0.002 Ta1 Y0.3 Yb0.05,1
Cr0.3 La0.7 Mn0.7 O3 Sr0.3,1
Al1.33 Eu0.44 Li5.11 N1.78 Na1.56 O6.22 Si1.56,1
Mo4 O15 Sm0.05 Y1.95,1
C4 I18 Y10,0
Mn1.224 Nd9.852 S16,1
H24 Mn1 Na3 O22 P3,0
Eu1 S1 Se1 Sr1,1
Mo0.1 Na1 O12 P2.9 Zr2,1
Br1 Li6.35 P0.65 S5 Si0.35,1
Cu1 Li7 Si2,0
Nb2 Pd0.754 Se5,1
Mn1 Sb2 Sr1,0
C1 I3 N1 Pb0.818,1
Be2 K2 O15 Si6,0
H8 Al1.1 B8 Ca5.24 Fe0.9 La2.62 O48 Si8 Y2.62,1
Ca1.14 O7 Ru2 Sr1.86,1
Ba1 Li1 O14 P3 Sb2,0
Bi24 Br10 O31,1
Ca0.2 La1.8 Ni1 O4.09,1
Ca3.78 Ce1.05 F3 Na2.17 Nb0.33 O15 Si4 Ti0.67,1
Mo1 Rh1 Si1,0
Cu1 Ga0.7 In0.3 Tb1,1
  H3.309 Al7.203 B3 Ca0.63 F0.691 Fe0.123 Li1.524 Mg0.069 Mn0.069 Na0.338 O30.309 Pb0.007 Si6 Ti0.012,1
Cr0.95 Li1 O4 Ti0.95,1
Fe5 Ge3 La1 O15,0
Cu0.5 Mn1.5 Si1,1
Co16 Ge7 Hf6,0
In0.2 Sn0.8,1
F0.21052 Fe0.94734 Nb0.94734 Ni0.10526 O3.78936,1
Ba0.98 Ca0.02 O3 Ti0.98 Zr0.02,1
B2 Ni13 Tm3,0
Ba1 Cu0.34 Mn0.66 O7 P2,1
Cr0.513 Fe0.486 O3 Pr1,1
K0.06 Mn1 O3 Pr0.94,1
Bi1 Co5 Ho12,1
Ru1 Si1 Ti1,0
Nb1.82 O6.66 Pb1.16 Sn0.76,1
Fe1 P1 Ta1,0
H4 Gd1 K1 O9 P2,0
K6 Na2 O30 S7 V2,0
Mo4 O21 Rb6 U2,0
Bi1 La2,0
S7 Sc2 Tb3,1
Co0.75 Sb1 Sc1,1
B2 Nb1.96 Ru5 V1.04,1
Mn0.59 N4.4 Nb3.24 O0.6,1
C3 H1 Bi1 N3 O0.5 S3,0
Al0.3 Co1.7 Lu1,1
Eu0.01 Ge4 O12 Y1.99 Zn1,1
Li3 Nb0.91 O4 Ru0.09,1
La9 N3 O23 Si6 Ti1,1
Ag7 As1 S6,0
Pr2 Sc3 Si4,0
Ni0.9 O1 Zn0.1,1
Ba5 Cd2 Ga2 S10,0
H24 Mg1 O18 Sb2,0
La1 Mn1 Ni1 O6 Sm1,1
Co0.1 Li1.03 Ni0.77 O2 Ti0.1,1
Br1 Cs1 Cu5 O10 P2,1
Ga0.57 Mn0.15 Se1,1
 H1.664 Al2 Ca1.943 F0.34 Mg4.312 Na1.014 O23.664 Si6 V0.688,1
Ba3 Mn1 N3,0
Fe1 I3 Tl1,0
Sb2 Se1.25 Te1.75,1
N11 Pr3 Si6,0
Fe0.762 Mg1.08 O4 Si1,1
H15 O10.5 S1,0
Ir0.08 Nb0.92 Se2,1
Ba0.05 Co1 Nd0.95 O3,1
Li2 Ni3 O14 P4,0
Cr0.875 S1,1
C1 Ca5 O11 Si2,0
Mn0.95 Rb1.57 S6 Sn2.05,1
La0.92 Mn1 Na0.058 O3.09,1
Na4.33 O12 Ti5,1
As2 Ca1 Cu1.75,1
Ir1 La1 Mg1 O6 Sr1,1
Ga2 Gd0.5 U0.5,1
Cu1 In1 Pt2,0
Ce1 Rh1 Ru1 Si2,1
Ag7 Ge0.6 I1 S5,1
Co1 Fe1.82 O4 Sc0.18,1
Ru1 Sb3.143,1
Li1 Pt1,0
C1 Co5.5 Dy2 Fe8.5,1
Fe0.65 Mn0.35 O4 P1,1
Ba5 Cl1 O9 Ru2,0
Co1 Ni1 Sm0.5 Y0.5,1
H6 F1 N1 Na1 O4 P1,0
Fe1.45 Ni0.93 O4,1
Er1 Ga3,0
B2 Hf9 Mo3,1
Cu2 Fe1 Nd0.8 O7.14 Sr2 Y0.2,1
Na4 Ni5 O22 P6,0
La0.9 Mn1 Nd0.1 O3,1
C1 F1 K3 O3,0
F2 Zn1,0
Fe1 Mn1 P1,0
Ba1 Bi0.15 O3 Tb0.85,1
Cl2 O8 Sr1,0
H8 Cr1 Mg3,0
Bi0.3 Pb0.4 S1 Tl0.3,1
As2 Ba2 Mn1 O8,0
Mn0.86 Pb3.14 Sb4 Se10,1
Co0.4 Fe0.6 Ni2 S4,1
Ba2 Cu3 La1 O6.7,1
Ca2.8 Mg0.12 Mn1.12 O14 Sb3.96,1
Dy1 Hf1 K2 O12 P3,1
La8.898 O25.886 Si6 Sr1,1
H6 Al1 O12 P3,1
La3 Ni2 O6,0
Co1 Nd1.25 O4 Sr0.75,1
N1 Sr1,0
Ir43.96 Zn358.94,1
Ca1 Mn1 O7 P2,0
Na1.57 Si17,1
Ag1 Cs2 S4 V1,0
Mg0.49 Mn0.51 O3 Si1,1
Re0.65 Ta0.35,1
Ca0.5 Cr0.5 La0.5 O3 Ti0.5,1
Er1 Ga1,0
La0.93 Mn1 O3,1
Ce9 F1 Li35 N59 O2 Si30,1
B6 Br1 K3 O10,0
Al1 B3 Ca1 O7,0
Cu6.22 Ti2.8 Zr2.98,1
Ba3 Cd1 F2 Se3,0
